STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,223.5152755,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,215.3893647,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,207.0030104,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,201.8277924,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,189.3536327,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,179.2446407,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,170.6096392,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,160.0652803,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,151.7091626,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,147.7949546,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,145.2550106,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,143.5931962,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,138.4049025,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,134.6872626,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,132.1417013,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1998,129.1230763,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,120.7537668,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,119.6026402,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1994,118.437593,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1993,115.4584703,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1991,111.7462571,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,211.8802027,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,208.3449894,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,204.5605545,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,200.3736274,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,195.1877512,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,189.0865908,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,185.7892505,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,189.324168,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,183.4462617,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,180.5305589,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,180.8711152,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,173.241995,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,162.6053862,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,158.6437239,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,156.1465858,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1998,155.8089879,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,145.1828433,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,139.4214863,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1994,139.0357819,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1993,139.253886,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1991,136.8620486,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,118.5436929,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,115.2644249,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,109.7496091,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,108.6747001,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,94.4121051,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,88.10798605,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,85.59407708,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,85.73557915,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,69.93716547,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,72.58922003,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,71.61009288,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,71.93556489,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_CLEAR_AQUASTAT_4554,SDG 6.4.1. Services Water Use Efficiency (US$/m3),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,USD_M3,US dollars per cubic metre,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,69.72774837,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,CUR,Currency,602,CCYY,A,Normal value,PU,Public
