STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2012,50.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tajikistan,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2012,40.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Niger,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,60.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nepal,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1998,23.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ghana,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HTI,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,35.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Haiti,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,68.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Honduras,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,69.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,India,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2013,27.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mali,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,47.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guatemala,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,13.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,66.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,India,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KEN,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2003,47.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Kenya,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAM,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2000,63.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Namibia,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,60.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Peru,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2007,83.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Dominican Republic,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWZ,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2007,63.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Eswatini,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JOR,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2002,58.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Jordan,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2005,41.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cambodia,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2003,30.9,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mozambique,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2003,27.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nigeria,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAR,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2004,73.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Morocco,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,19.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mali,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2014,80.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Egypt, Arab Rep.",Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARM,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2000,28.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Armenia,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2021,74.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,India,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2003,31.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ghana,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GAB,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2012,33.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Gabon,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2010,48.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tanzania,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLS,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2010,39.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Timor-Leste,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,77.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,South Africa,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NGA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2008,27.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Nigeria,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUR,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2003,55.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Türkiye,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2005,39.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tanzania,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,54.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tajikistan,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COL,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2005,78.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Colombia,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COG,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2005,19.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Congo, Rep.",Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,1999,39.3,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tanzania,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,35.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Niger,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2008,57.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Peru,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2008,46.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Philippines,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2008,38.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Rwanda,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2003,43.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bolivia,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2000,60.6,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Bangladesh,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2023,56.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Senegal,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2003,20.1,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Burkina Faso,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDB,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2022,48.19993670381018,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IDA blend,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2022,54.59712401779996,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,IDA total,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2022,60.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cambodia,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2000,33.0,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cambodia,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2005,55.4,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Moldova,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2004,35.5,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Madagascar,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MWI,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2004,44.8,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Malawi,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2003,46.7,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Philippines,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2000,77.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Egypt, Arab Rep.",Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_SH_FPL_SATM_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2000,14.2,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ethiopia,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
